id,operation_name,elapsed
0, get_staff_prescriptions, 13418.0
1, get_patient, 26437.0
2, get_pharmacy_prescriptions, 25463.0
3, get_pharmacy_prescriptions, 36565.0
4, get_prescription_medication, 11095.0
5, get_prescription_medication, 8149.0
6, get_prescription, 9999.0
7, process_prescription, 25558.0
8, get_patient, 4506.0
9, get_prescription_medication, 9075.0
10, get_pharmacy_prescriptions, 5873.0
11, create_prescription, 52444.0
12, get_prescription_medication, 14488.0
13, get_patient, 9057.0
14, update_prescription_medication, 12439.0
15, get_staff_prescriptions, 11943.0
16, update_prescription_medication, 15830.0
17, create_prescription, 60907.0
18, get_prescription_medication, 13448.0
19, update_prescription_medication, 20971.0
20, get_pharmacy_prescriptions, 14383.0
21, get_pharmacy_prescriptions, 11892.0
22, get_pharmacy_prescriptions, 25542.0
23, get_staff_prescriptions, 24194.0
24, get_prescription_medication, 7003.0
25, get_processed_pharmacy_prescriptions, 11328.0
26, get_pharmacy_prescriptions, 20612.0
27, get_patient, 12348.0
28, get_processed_pharmacy_prescriptions, 24318.0
29, get_prescription_medication, 10662.0
30, get_prescription_medication, 11394.0
31, get_prescription, 8413.0
32, get_prescription_medication, 10863.0
33, create_prescription, 68847.0
34, get_staff_prescriptions, 8809.0
35, create_prescription, 57284.0
36, get_staff_prescriptions, 15959.000000000002
37, update_prescription_medication, 6744.0
38, update_prescription_medication, 6472.0
39, get_staff_prescriptions, 6647.0
40, get_prescription_medication, 14350.0
41, get_patient, 18091.0
42, get_prescription_medication, 13216.0
43, create_prescription, 58143.0
44, get_staff_prescriptions, 7708.0
45, create_prescription, 87298.0
46, get_processed_pharmacy_prescriptions, 13751.0
47, get_prescription_medication, 17199.0
48, get_patient, 14865.0
49, get_pharmacy_prescriptions, 8896.0
50, get_prescription_medication, 9037.0
51, get_pharmacy_prescriptions, 4364.0
52, get_prescription_medication, 6042.0
53, get_prescription_medication, 37571.0
54, get_pharmacy_prescriptions, 11669.0
55, get_pharmacy_prescriptions, 10297.0
56, get_prescription_medication, 14024.0
57, get_staff_prescriptions, 11494.0
58, get_prescription_medication, 8651.0
59, get_pharmacy_prescriptions, 14184.0
60, get_pharmacy_prescriptions, 16118.0
61, create_prescription, 78303.0
62, get_pharmacy_prescriptions, 19604.0
63, get_staff_prescriptions, 19588.0
64, get_pharmacy_prescriptions, 3651.0
65, get_staff_prescriptions, 11409.0
66, get_staff_prescriptions, 11075.0
67, get_patient, 11077.0
68, get_processed_pharmacy_prescriptions, 5856.0
69, get_pharmacy_prescriptions, 11922.0
70, get_prescription_medication, 7191.0
71, get_prescription_medication, 12268.0
72, get_prescription_medication, 13755.0
73, create_prescription, 61342.0
74, get_pharmacy_prescriptions, 13126.0
75, get_pharmacy_prescriptions, 13861.0
76, get_staff_prescriptions, 13554.0
77, get_pharmacy_prescriptions, 9926.0
78, get_prescription, 9449.0
79, create_prescription, 68626.0
80, get_staff_prescriptions, 9732.0
81, get_processed_pharmacy_prescriptions, 10312.0
82, get_staff_prescriptions, 19736.0
83, get_staff_prescriptions, 9764.0
