id,operation_name,elapsed
0, get_prescription_medication, 14068.0
1, get_prescription_medication, 4372.0
2, update_prescription_medication, 2865.0
3, get_prescription_medication, 15251.0
4, get_pharmacy_prescriptions, 11395.0
5, get_pharmacy_prescriptions, 7039.0
6, update_prescription_medication, 11893.0
7, get_prescription_medication, 8865.0
8, get_prescription_medication, 11125.0
9, get_prescription_medication, 23163.0
10, get_prescription_medication, 10936.0
11, get_prescription_medication, 16209.000000000002
12, process_prescription, 23706.0
13, create_prescription, 66415.0
14, update_prescription_medication, 36214.0
15, get_prescription_medication, 5875.0
16, get_staff_prescriptions, 16615.0
17, get_staff_prescriptions, 23547.0
18, get_prescription, 13079.0
19, get_prescription_medication, 15439.0
20, get_staff_prescriptions, 6500.0
21, get_processed_pharmacy_prescriptions, 13200.0
22, get_prescription_medication, 10998.0
23, get_prescription_medication, 6499.0
24, create_prescription, 67995.0
25, get_pharmacy_prescriptions, 12837.0
26, get_pharmacy_prescriptions, 14066.0
27, create_prescription, 58082.0
28, get_prescription_medication, 8687.0
29, get_prescription_medication, 11381.0
30, get_prescription, 11633.0
31, create_prescription, 77317.0
32, get_patient, 8107.0
33, get_prescription_medication, 9700.0
34, get_prescription, 8055.0
35, get_processed_pharmacy_prescriptions, 12750.0
36, get_pharmacy_prescriptions, 13912.0
37, get_staff_prescriptions, 23443.0
38, get_processed_pharmacy_prescriptions, 8698.0
39, get_prescription_medication, 23897.0
40, get_prescription, 15553.0
41, get_pharmacy_prescriptions, 11552.0
42, get_prescription_medication, 18794.0
43, get_prescription, 10951.0
44, process_prescription, 20306.0
45, create_prescription, 59136.0
46, process_prescription, 28060.0
47, get_prescription_medication, 16434.0
48, get_pharmacy_prescriptions, 16225.0
49, get_prescription_medication, 11991.0
50, get_prescription_medication, 11130.0
51, get_prescription_medication, 7741.0
52, get_prescription_medication, 25648.0
53, get_pharmacy_prescriptions, 5642.0
54, get_processed_pharmacy_prescriptions, 5484.0
55, get_patient, 6258.0
56, get_staff_prescriptions, 6231.0
57, get_prescription_medication, 7734.0
58, get_staff_prescriptions, 21897.0
59, get_staff_prescriptions, 9303.0
60, process_prescription, 9001.0
61, get_pharmacy_prescriptions, 15257.0
62, process_prescription, 8447.0
63, create_prescription, 76607.0
64, update_prescription_medication, 8417.0
65, get_pharmacy_prescriptions, 15418.0
66, get_pharmacy_prescriptions, 6834.0
67, get_pharmacy_prescriptions, 22080.0
68, get_pharmacy_prescriptions, 6604.0
69, get_processed_pharmacy_prescriptions, 8366.0
70, get_prescription_medication, 3373.0
71, get_prescription, 10002.0
