id,operation_name,elapsed
0, get_pharmacy_prescriptions, 19883.0
1, get_prescription_medication, 24157.0
2, get_staff_prescriptions, 14333.0
3, get_prescription_medication, 5356.0
4, get_pharmacy_prescriptions, 14342.0
5, get_staff_prescriptions, 14203.0
6, get_staff_prescriptions, 16788.0
7, get_prescription_medication, 9715.0
8, create_prescription, 70807.0
9, get_pharmacy_prescriptions, 10527.0
10, get_prescription_medication, 16913.0
11, get_pharmacy_prescriptions, 12048.0
12, get_prescription, 10040.0
13, get_pharmacy_prescriptions, 11050.0
14, get_pharmacy_prescriptions, 12284.0
15, get_pharmacy_prescriptions, 23340.0
16, process_prescription, 20949.0
17, get_pharmacy_prescriptions, 8033.0
18, get_prescription_medication, 6863.0
19, get_pharmacy_prescriptions, 19058.0
20, get_pharmacy_prescriptions, 27369.0
21, get_pharmacy_prescriptions, 11862.0
22, get_pharmacy_prescriptions, 9840.0
23, update_prescription_medication, 20436.0
24, get_processed_pharmacy_prescriptions, 10377.0
25, get_prescription_medication, 4610.0
26, get_pharmacy_prescriptions, 9736.0
27, get_staff_prescriptions, 14144.0
28, get_patient, 12864.0
29, get_pharmacy_prescriptions, 7638.0
30, get_staff_prescriptions, 7891.0
31, get_staff_prescriptions, 10960.0
32, get_pharmacy_prescriptions, 3613.0
33, get_patient, 9954.0
34, get_staff_prescriptions, 10937.0
35, get_prescription_medication, 6762.0
36, get_staff_prescriptions, 21369.0
37, process_prescription, 15706.999999999998
38, get_prescription_medication, 7484.0
39, get_prescription_medication, 11031.0
40, get_patient, 12310.0
41, get_staff_prescriptions, 4078.0
42, get_pharmacy_prescriptions, 19570.0
43, create_prescription, 59750.0
44, get_pharmacy_prescriptions, 16664.0
45, get_prescription_medication, 15518.0
46, update_prescription_medication, 15007.0
47, create_prescription, 77830.0
48, get_staff_prescriptions, 10715.0
49, update_prescription_medication, 11125.0
50, get_pharmacy_prescriptions, 6531.0
51, process_prescription, 22610.0
52, get_staff_prescriptions, 12560.0
53, get_prescription_medication, 11206.0
54, get_prescription_medication, 4932.0
55, get_prescription_medication, 9270.0
56, update_prescription_medication, 14736.0
57, get_staff_prescriptions, 12848.0
58, get_prescription, 7691.0
59, get_pharmacy_prescriptions, 9735.0
60, process_prescription, 14402.0
61, get_prescription_medication, 15607.0
62, get_prescription_medication, 9898.0
63, get_processed_pharmacy_prescriptions, 8518.0
64, get_pharmacy_prescriptions, 15048.0
65, get_staff_prescriptions, 11245.0
66, get_pharmacy_prescriptions, 22569.0
67, get_pharmacy_prescriptions, 5607.0
68, get_pharmacy_prescriptions, 10406.0
69, get_pharmacy_prescriptions, 5296.0
70, get_prescription_medication, 16326.0
71, get_prescription_medication, 10285.0
72, get_staff_prescriptions, 12533.0
73, get_prescription, 10977.0
74, process_prescription, 17149.0
75, create_prescription, 64398.0
76, create_prescription, 67308.0
77, get_staff_prescriptions, 10790.0
78, get_pharmacy_prescriptions, 10939.0
79, get_pharmacy_prescriptions, 20735.0
80, get_pharmacy_prescriptions, 16621.0
81, get_pharmacy_prescriptions, 5392.0
82, get_pharmacy_prescriptions, 9040.0
83, get_pharmacy_prescriptions, 40691.0
84, get_pharmacy_prescriptions, 15286.0
85, get_prescription_medication, 10920.0
86, get_staff_prescriptions, 12999.0
87, get_patient, 9025.0
88, get_prescription_medication, 7485.0
89, get_prescription_medication, 9410.0
90, get_pharmacy_prescriptions, 19596.0
91, get_prescription_medication, 16341.000000000002
92, get_prescription_medication, 13774.0
93, get_prescription_medication, 16048.0
94, get_prescription_medication, 13751.0
95, get_staff_prescriptions, 18651.0
96, get_patient, 13017.0
97, get_patient, 7417.0
98, get_prescription_medication, 14104.0
99, get_pharmacy_prescriptions, 19619.0
100, create_prescription, 69253.0
101, process_prescription, 33172.0
102, create_prescription, 106983.0
103, get_staff_prescriptions, 12175.0
104, create_prescription, 96862.0
105, get_staff_prescriptions, 10208.0
106, get_pharmacy_prescriptions, 6065.0
107, get_prescription_medication, 24945.0
108, update_prescription_medication, 22600.0
109, get_processed_pharmacy_prescriptions, 12272.0
