id,operation_name,elapsed
0, get_pharmacy_prescriptions, 26032.0
1, get_prescription_medication, 9132.0
2, get_prescription_medication, 15062.0
3, get_staff_prescriptions, 13925.0
4, get_prescription_medication, 9942.0
5, get_prescription_medication, 11049.0
6, get_prescription, 13944.0
7, get_pharmacy_prescriptions, 37343.0
8, get_prescription_medication, 16442.0
9, get_patient, 19029.0
10, get_pharmacy_prescriptions, 13010.0
11, get_staff_prescriptions, 12328.0
12, get_pharmacy_prescriptions, 6754.0
13, get_prescription_medication, 5460.0
14, update_prescription_medication, 8296.0
15, get_prescription, 13719.0
16, get_prescription_medication, 12472.0
17, create_prescription, 78924.0
18, get_pharmacy_prescriptions, 9697.0
19, get_pharmacy_prescriptions, 16232.0
20, get_staff_prescriptions, 5112.0
21, get_prescription, 10945.0
22, get_patient, 22722.0
23, get_processed_pharmacy_prescriptions, 11417.0
24, get_pharmacy_prescriptions, 7818.0
25, get_prescription_medication, 11257.0
26, get_pharmacy_prescriptions, 14722.0
27, process_prescription, 13674.0
28, get_prescription_medication, 18045.0
29, get_prescription_medication, 11969.0
30, get_prescription_medication, 9623.0
31, create_prescription, 70310.0
32, get_pharmacy_prescriptions, 10387.0
33, get_pharmacy_prescriptions, 6579.0
34, get_processed_pharmacy_prescriptions, 16812.0
35, get_staff_prescriptions, 8248.0
36, get_processed_pharmacy_prescriptions, 5137.0
37, get_prescription_medication, 15751.999999999998
38, get_prescription_medication, 11999.0
39, get_prescription_medication, 10006.0
40, update_prescription_medication, 5540.0
41, get_staff_prescriptions, 4626.0
42, get_staff_prescriptions, 8821.0
43, get_pharmacy_prescriptions, 16827.0
44, get_pharmacy_prescriptions, 12653.0
45, get_staff_prescriptions, 12932.0
46, get_prescription_medication, 11706.0
47, get_staff_prescriptions, 10374.0
48, get_pharmacy_prescriptions, 24004.0
49, get_prescription_medication, 10519.0
50, get_patient, 17876.0
51, get_prescription, 28942.0
52, create_prescription, 54370.0
53, get_staff_prescriptions, 15941.0
54, get_pharmacy_prescriptions, 5208.0
55, get_pharmacy_prescriptions, 18985.0
56, get_pharmacy_prescriptions, 14813.0
57, get_pharmacy_prescriptions, 19295.0
58, get_pharmacy_prescriptions, 19269.0
59, create_prescription, 60720.0
60, get_prescription, 27333.0
61, get_staff_prescriptions, 11822.0
62, get_pharmacy_prescriptions, 19753.0
63, get_staff_prescriptions, 8811.0
64, get_pharmacy_prescriptions, 21209.0
65, get_prescription, 11311.0
66, get_prescription_medication, 15289.0
67, get_patient, 6097.0
68, get_pharmacy_prescriptions, 7272.0
69, get_prescription_medication, 21187.0
70, update_prescription_medication, 10031.0
71, get_patient, 11887.0
72, get_prescription_medication, 16677.0
73, get_pharmacy_prescriptions, 8395.0
74, get_prescription_medication, 5100.0
75, create_prescription, 71028.0
76, get_pharmacy_prescriptions, 10708.0
77, get_staff_prescriptions, 7214.0
78, get_processed_pharmacy_prescriptions, 20832.0
79, get_pharmacy_prescriptions, 8780.0
80, get_prescription_medication, 8255.0
81, get_pharmacy_prescriptions, 11799.0
82, get_prescription_medication, 8795.0
83, get_prescription_medication, 17273.0
84, get_pharmacy_prescriptions, 13701.0
85, get_pharmacy_prescriptions, 14208.0
86, get_staff_prescriptions, 13646.0
87, get_pharmacy_prescriptions, 4699.0
88, get_pharmacy_prescriptions, 8553.0
89, create_prescription, 88928.0
90, get_processed_pharmacy_prescriptions, 9212.0
91, get_pharmacy_prescriptions, 11936.0
92, get_pharmacy_prescriptions, 15451.0
93, get_prescription_medication, 17075.0
94, process_prescription, 9194.0
95, get_prescription_medication, 7095.0
96, get_prescription_medication, 15287.0
97, get_prescription, 16975.0
98, create_prescription, 112327.0
99, process_prescription, 14846.0
100, get_processed_pharmacy_prescriptions, 9869.0
101, get_prescription_medication, 18178.0
102, get_staff_prescriptions, 14444.0
103, get_processed_pharmacy_prescriptions, 9871.0
104, get_prescription_medication, 5980.0
105, get_patient, 9495.0
106, get_pharmacy_prescriptions, 19323.0
107, get_prescription_medication, 12125.0
108, get_pharmacy_prescriptions, 17501.0
109, get_pharmacy_prescriptions, 17984.0
110, get_pharmacy_prescriptions, 14374.0
111, create_prescription, 69154.0
112, create_prescription, 80147.0
113, get_pharmacy_prescriptions, 6452.0
114, create_prescription, 104899.0
115, get_pharmacy_prescriptions, 12144.0
116, get_pharmacy_prescriptions, 8318.0
117, get_staff_prescriptions, 12055.0
118, create_prescription, 91664.0
119, get_pharmacy_prescriptions, 14692.0
120, get_pharmacy_prescriptions, 15661.000000000002
121, get_staff_prescriptions, 18804.0
122, get_staff_prescriptions, 11955.0
123, get_prescription_medication, 7136.0
124, get_pharmacy_prescriptions, 9418.0
125, create_prescription, 74942.0
126, get_prescription_medication, 12513.0
127, get_pharmacy_prescriptions, 7639.0
128, get_staff_prescriptions, 6439.0
129, get_staff_prescriptions, 9649.0
130, get_prescription_medication, 5150.0
131, get_pharmacy_prescriptions, 20160.0
132, get_pharmacy_prescriptions, 10296.0
133, get_prescription_medication, 2131.0
134, get_pharmacy_prescriptions, 15744.000000000002
135, get_patient, 22654.0
136, get_prescription_medication, 13303.0
137, get_prescription_medication, 16675.0
138, get_staff_prescriptions, 15116.0
139, get_patient, 13973.0
140, get_pharmacy_prescriptions, 11661.0
141, get_pharmacy_prescriptions, 15659.0
142, create_prescription, 110095.0
143, get_prescription_medication, 4786.0
144, get_staff_prescriptions, 10348.0
145, get_prescription_medication, 11471.0
146, get_pharmacy_prescriptions, 16117.0
147, get_pharmacy_prescriptions, 15313.0
148, get_prescription, 12450.0
149, process_prescription, 14800.0
150, get_staff_prescriptions, 12255.0
151, process_prescription, 13112.0
152, get_staff_prescriptions, 8683.0
153, get_processed_pharmacy_prescriptions, 6557.0
154, get_pharmacy_prescriptions, 14300.0
155, update_prescription_medication, 7187.0
156, get_pharmacy_prescriptions, 18113.0
157, get_pharmacy_prescriptions, 14463.0
158, update_prescription_medication, 4543.0
159, get_processed_pharmacy_prescriptions, 18335.0
160, get_pharmacy_prescriptions, 12923.0
161, get_prescription_medication, 12552.0
162, get_prescription, 14325.0
163, get_pharmacy_prescriptions, 12101.0
164, get_prescription_medication, 11369.0
165, get_pharmacy_prescriptions, 8426.0
166, update_prescription_medication, 6468.0
167, process_prescription, 3162.0
168, get_staff_prescriptions, 6814.0
169, get_prescription, 17226.0
170, create_prescription, 120980.0
171, get_prescription_medication, 4496.0
172, get_prescription_medication, 3112.0
173, get_prescription_medication, 10980.0
174, get_prescription_medication, 24807.0
175, get_pharmacy_prescriptions, 14300.0
176, get_prescription_medication, 11215.0
177, get_prescription_medication, 8819.0
178, get_pharmacy_prescriptions, 11048.0
179, get_staff_prescriptions, 15624.0
180, get_pharmacy_prescriptions, 13649.0
181, get_pharmacy_prescriptions, 9801.0
182, get_pharmacy_prescriptions, 15092.0
183, get_prescription_medication, 19957.0
184, get_prescription_medication, 4720.0
185, get_processed_pharmacy_prescriptions, 12285.0
186, get_prescription_medication, 10707.0
187, get_pharmacy_prescriptions, 7663.0
188, get_prescription, 8487.0
189, update_prescription_medication, 11194.0
190, get_pharmacy_prescriptions, 9037.0
191, get_processed_pharmacy_prescriptions, 17556.0
192, get_processed_pharmacy_prescriptions, 10024.0
193, get_prescription_medication, 18872.0
194, get_pharmacy_prescriptions, 13653.0
195, get_pharmacy_prescriptions, 7641.0
196, get_patient, 25445.0
197, get_prescription_medication, 10027.0
198, create_prescription, 133026.0
199, get_staff_prescriptions, 7164.0
200, process_prescription, 13383.0
201, get_pharmacy_prescriptions, 22607.0
202, create_prescription, 135751.0
203, get_prescription_medication, 13870.0
204, update_prescription_medication, 31486.0
205, create_prescription, 171920.0
206, create_prescription, 125457.00000000001
207, get_prescription_medication, 4520.0
208, get_staff_prescriptions, 14168.0
209, get_prescription_medication, 6896.0
210, get_prescription_medication, 3417.0
211, get_staff_prescriptions, 15269.0
212, get_prescription_medication, 7061.0
213, create_prescription, 123493.0
214, get_pharmacy_prescriptions, 12183.0
215, get_pharmacy_prescriptions, 14669.0
216, get_patient, 9652.0
217, get_prescription_medication, 10247.0
218, get_pharmacy_prescriptions, 11711.0
219, get_staff_prescriptions, 19674.0
220, get_pharmacy_prescriptions, 18980.0
221, get_prescription_medication, 8853.0
222, create_prescription, 202670.0
223, create_prescription, 170436.0
224, get_pharmacy_prescriptions, 7882.0
225, get_prescription_medication, 7816.0
226, get_prescription, 7756.0
227, get_staff_prescriptions, 9634.0
228, get_prescription_medication, 3999.0
229, get_processed_pharmacy_prescriptions, 6518.0
230, get_pharmacy_prescriptions, 9676.0
231, get_prescription_medication, 5519.0
232, get_staff_prescriptions, 10267.0
233, get_staff_prescriptions, 13075.0
234, get_pharmacy_prescriptions, 11694.0
235, get_pharmacy_prescriptions, 10473.0
236, get_staff_prescriptions, 21689.0
237, get_prescription_medication, 22386.0
238, get_prescription_medication, 9040.0
239, get_prescription_medication, 13997.0
240, get_staff_prescriptions, 6169.0
241, get_processed_pharmacy_prescriptions, 25053.0
242, get_pharmacy_prescriptions, 12132.0
243, get_prescription_medication, 15980.000000000002
244, get_pharmacy_prescriptions, 17682.0
245, get_prescription_medication, 11494.0
246, get_pharmacy_prescriptions, 7930.0
247, get_patient, 10655.0
248, create_prescription, 140663.0
249, update_prescription_medication, 17049.0
250, process_prescription, 17101.0
251, create_prescription, 151688.0
252, get_prescription_medication, 13553.0
253, get_prescription_medication, 8497.0
254, get_processed_pharmacy_prescriptions, 11907.0
255, get_prescription, 8920.0
256, get_pharmacy_prescriptions, 12255.0
257, get_pharmacy_prescriptions, 6211.0
258, process_prescription, 20026.0
259, get_processed_pharmacy_prescriptions, 13237.0
260, get_staff_prescriptions, 19473.0
261, get_staff_prescriptions, 11199.0
262, get_pharmacy_prescriptions, 11776.0
263, get_staff_prescriptions, 16308.0
264, update_prescription_medication, 13276.0
265, get_prescription_medication, 9427.0
266, get_prescription_medication, 6407.0
267, get_patient, 6870.0
268, get_processed_pharmacy_prescriptions, 16126.000000000002
269, get_pharmacy_prescriptions, 23597.0
270, create_prescription, 199053.0
271, get_pharmacy_prescriptions, 8715.0
272, get_patient, 8241.0
273, get_pharmacy_prescriptions, 3838.0
274, get_processed_pharmacy_prescriptions, 7131.0
275, process_prescription, 4543.0
276, get_prescription_medication, 5429.0
277, get_prescription_medication, 6839.0
278, get_staff_prescriptions, 9864.0
279, get_prescription_medication, 6306.0
280, create_prescription, 167877.0
281, get_prescription_medication, 6617.0
282, create_prescription, 164841.0
283, get_processed_pharmacy_prescriptions, 6667.0
284, create_prescription, 183858.0
285, get_prescription_medication, 6100.0
286, get_prescription_medication, 14567.0
287, process_prescription, 8227.0
288, get_prescription_medication, 16817.0
289, create_prescription, 145254.0
290, create_prescription, 172872.0
291, get_staff_prescriptions, 9875.0
292, get_pharmacy_prescriptions, 9658.0
293, get_prescription_medication, 14334.0
294, get_prescription_medication, 4820.0
295, get_prescription_medication, 5923.0
296, get_processed_pharmacy_prescriptions, 8210.0
297, get_prescription_medication, 18012.0
298, update_prescription_medication, 12002.0
299, get_prescription, 7397.0
300, get_prescription, 8964.0
301, get_prescription_medication, 11123.0
302, update_prescription_medication, 6499.0
303, get_processed_pharmacy_prescriptions, 14449.0
304, get_pharmacy_prescriptions, 8111.999999999999
305, get_pharmacy_prescriptions, 16155.0
306, get_prescription_medication, 10077.0
307, update_prescription_medication, 9382.0
308, get_pharmacy_prescriptions, 4589.0
309, get_pharmacy_prescriptions, 9567.0
310, update_prescription_medication, 9944.0
311, get_staff_prescriptions, 3591.0
312, get_prescription_medication, 5097.0
313, create_prescription, 181046.0
314, get_processed_pharmacy_prescriptions, 10115.0
315, get_pharmacy_prescriptions, 11994.0
316, get_patient, 8211.0
317, get_pharmacy_prescriptions, 3561.0
318, get_pharmacy_prescriptions, 5706.0
