id,operation_name,elapsed
0, get_pharmacy_prescriptions, 22618.0
1, get_processed_pharmacy_prescriptions, 5618.0
2, get_pharmacy_prescriptions, 10705.0
3, create_prescription, 70414.0
4, get_prescription_medication, 21032.0
5, get_patient, 13033.0
6, get_prescription_medication, 17000.0
7, get_prescription_medication, 17107.0
8, get_pharmacy_prescriptions, 9109.0
9, get_pharmacy_prescriptions, 5990.0
10, get_pharmacy_prescriptions, 11482.0
11, process_prescription, 12312.0
12, get_patient, 10889.0
13, get_pharmacy_prescriptions, 9083.0
14, get_prescription, 5519.0
15, get_pharmacy_prescriptions, 16991.0
16, get_pharmacy_prescriptions, 28707.0
17, create_prescription, 65364.00000000001
18, get_staff_prescriptions, 8365.0
19, get_staff_prescriptions, 19184.0
20, get_staff_prescriptions, 13693.0
21, get_staff_prescriptions, 25588.0
22, get_prescription, 11152.0
23, get_staff_prescriptions, 6956.0
24, get_processed_pharmacy_prescriptions, 7951.0
25, get_processed_pharmacy_prescriptions, 13647.0
26, get_prescription_medication, 4285.0
27, get_processed_pharmacy_prescriptions, 12750.0
28, get_prescription_medication, 10728.0
29, get_pharmacy_prescriptions, 12125.0
30, get_patient, 14130.0
31, get_pharmacy_prescriptions, 12431.0
32, get_prescription_medication, 9194.0
33, get_prescription_medication, 8797.0
34, get_pharmacy_prescriptions, 9965.0
35, get_pharmacy_prescriptions, 11414.0
36, get_prescription_medication, 14924.0
37, get_staff_prescriptions, 4826.0
38, get_prescription_medication, 12397.0
39, get_prescription_medication, 7050.0
40, get_pharmacy_prescriptions, 12109.0
41, get_staff_prescriptions, 20456.0
42, get_prescription_medication, 18982.0
43, get_pharmacy_prescriptions, 12761.0
44, get_pharmacy_prescriptions, 10195.0
45, get_pharmacy_prescriptions, 7809.0
46, get_prescription_medication, 6906.0
47, create_prescription, 65600.0
48, get_pharmacy_prescriptions, 13294.0
49, process_prescription, 14223.0
50, get_prescription_medication, 10121.0
51, get_pharmacy_prescriptions, 6193.0
52, get_pharmacy_prescriptions, 13273.0
53, get_pharmacy_prescriptions, 6488.0
54, get_staff_prescriptions, 24669.0
55, get_pharmacy_prescriptions, 13572.0
56, get_staff_prescriptions, 7777.0
57, get_processed_pharmacy_prescriptions, 26055.0
58, get_prescription_medication, 13497.0
59, get_prescription_medication, 14108.0
60, create_prescription, 73543.0
61, update_prescription_medication, 5313.0
62, get_pharmacy_prescriptions, 6083.0
63, get_pharmacy_prescriptions, 15097.0
64, get_pharmacy_prescriptions, 10815.0
65, get_staff_prescriptions, 5131.0
66, update_prescription_medication, 21522.0
67, create_prescription, 82216.0
68, get_staff_prescriptions, 20803.0
69, get_staff_prescriptions, 11907.0
70, get_pharmacy_prescriptions, 5147.0
71, get_prescription_medication, 11145.0
72, get_pharmacy_prescriptions, 10908.0
73, update_prescription_medication, 12826.0
74, get_staff_prescriptions, 11420.0
75, get_prescription_medication, 12330.0
76, update_prescription_medication, 22028.0
77, get_prescription_medication, 12679.0
78, get_prescription_medication, 11723.0
79, get_pharmacy_prescriptions, 12471.0
80, get_prescription_medication, 15320.0
81, update_prescription_medication, 13072.0
82, get_prescription, 10804.0
83, get_staff_prescriptions, 14152.0
84, get_pharmacy_prescriptions, 12114.0
85, process_prescription, 22975.0
86, get_staff_prescriptions, 26259.0
87, get_patient, 10998.0
88, get_staff_prescriptions, 9917.0
89, get_staff_prescriptions, 16323.0
90, get_staff_prescriptions, 13680.0
91, create_prescription, 63771.99999999999
92, process_prescription, 9914.0
93, get_prescription_medication, 14837.0
94, create_prescription, 89437.0
95, update_prescription_medication, 14018.0
96, create_prescription, 89438.0
97, get_prescription_medication, 16642.0
98, get_pharmacy_prescriptions, 7038.0
99, get_pharmacy_prescriptions, 9450.0
100, get_prescription_medication, 10635.0
101, get_staff_prescriptions, 12158.0
102, get_staff_prescriptions, 12030.0
103, get_prescription_medication, 7623.0
104, get_prescription_medication, 5664.0
105, get_staff_prescriptions, 4058.0
106, get_prescription_medication, 5790.0
107, get_pharmacy_prescriptions, 20653.0
108, get_processed_pharmacy_prescriptions, 6882.0
109, create_prescription, 87220.0
110, create_prescription, 84025.0
111, get_prescription_medication, 2342.0
112, get_prescription, 9615.0
113, get_patient, 8692.0
114, update_prescription_medication, 6007.0
115, get_prescription_medication, 9729.0
116, process_prescription, 6577.0
117, get_pharmacy_prescriptions, 10380.0
118, get_pharmacy_prescriptions, 8836.0
119, get_staff_prescriptions, 7145.0
120, create_prescription, 88798.0
121, get_staff_prescriptions, 6533.0
122, get_staff_prescriptions, 12889.0
123, get_pharmacy_prescriptions, 12896.0
124, get_pharmacy_prescriptions, 16052.0
125, get_pharmacy_prescriptions, 4500.0
126, get_prescription_medication, 10744.0
127, get_pharmacy_prescriptions, 7333.0
128, get_prescription_medication, 11969.0
129, get_prescription_medication, 9487.0
130, get_processed_pharmacy_prescriptions, 17697.0
131, get_pharmacy_prescriptions, 8121.0
132, get_patient, 10301.0
133, get_patient, 8649.0
134, process_prescription, 16198.0
135, get_pharmacy_prescriptions, 12106.0
136, create_prescription, 102905.0
137, get_staff_prescriptions, 15197.0
138, get_prescription_medication, 12531.0
139, get_prescription_medication, 5592.0
140, get_pharmacy_prescriptions, 10666.0
141, get_pharmacy_prescriptions, 9303.0
142, get_pharmacy_prescriptions, 17782.0
143, get_prescription_medication, 12817.0
144, get_patient, 21301.0
145, create_prescription, 120525.0
146, get_pharmacy_prescriptions, 10050.0
147, process_prescription, 23075.0
148, get_prescription_medication, 22624.0
149, get_pharmacy_prescriptions, 10550.0
150, get_prescription_medication, 21274.0
151, get_prescription_medication, 4885.0
152, get_pharmacy_prescriptions, 16164.999999999998
153, process_prescription, 10187.0
154, get_staff_prescriptions, 11387.0
155, process_prescription, 19078.0
156, get_pharmacy_prescriptions, 6682.0
157, create_prescription, 111166.0
158, get_patient, 6685.0
159, get_staff_prescriptions, 8130.999999999999
160, create_prescription, 97726.0
161, get_pharmacy_prescriptions, 20139.0
162, get_prescription_medication, 5914.0
163, get_prescription_medication, 10037.0
